comments,labels
当个小品五分当个电影您别了,2
私人情感浓度远大于电影本身的艺术表现力 德艺双馨的人民艺术家非得在春节档拉着全国人民陪着她一起纪念亡母 这点我是相当膈应 自编自导还自演 不像是一根会自我陶醉的走马灯么 情绪直给的背后依旧是那套百试百灵的商业喜剧算法 真没办法不怀念冯小刚的贺岁片时代 w zhouaijie,0
扮丑 消费肥胖女性 卖惨 消费母爱 看完简直得了生孩子恐惧症 全片看下来那真是三如全犯 你把道德光环加满也没用 ,0
得比唐低两分,2
平凡的作品撑不起伟大的主题,2
實際上 這只是一個很感人的小品 我能感受到賈玲的那份誠心 但是離電影還是差遠了 不知道電影什麼時候也開始用背景虛化了 看著好難受 ,0
穿越实在烂大街了 再加什么花样也是烂大街 非要搞喜剧最后是悲剧那套 那干脆拍个正正经经的电影多好 喜剧元素剃掉不完了 演员实在太熟 跳脱不了以往的印象 剧情有的地方过于尴尬       整个片子就像一个个小品合起来的冰糖葫芦 但最后几个放的都是苦瓜 另外 平心而论 冲着前期的笑料 片子可以勉强给及格 但是 这个片子放春节档就离谱  贾玲最后几分钟就不停在哭 还要勾引你也跟着哭 大年初一的 看这玩意儿图的啥 像我这种母亲已经过世的更看不了这个 气,0
编剧到底参考了多少韩片 最后知道真相哭着跑的一段也很 开心家族  以及看完结尾想想前面 破绽多的都提剧本难为情 以及再说一遍 强行煽情不光荣 ,0
沒看過原來的小品 大概猜到了是給媽媽遲來的情書 但真的特煩這種以私人情感綁架觀眾的片子 說白了就是導演的自我感動 在小品中插穿越梗就很離譜 何況你才從天而降剛醒凳子都還沒坐上張嘴就來句 現在是哪一年 我就真的很想罵人了 小品梗都好過時很爛俗 張江的演員一張嘴真的很想讓他出門直走上春晚 大哥這不是你的舞台 最後日劇跑眼淚直掉強行煽情影廳裡前面笑得有大多聲的觀眾哭得就有多難過 我真的全程白眼 累了 一星給你媽吧 現實中的那位 ,0
实属不行  球球了 别在喜剧片里自我感动了  真的 连喜剧部分都做不好  沈腾给你你也不会用啊  而且这宣发真的不涉及欺骗观众么 搞得跟沈腾是主演似的 沈腾戏份还没陈赫多  ,0
从电影层面来说 这片子也就值两星 没有导演思维 没有剧作逻辑 甚至可以说不算个电影 但是它胜在真实的情感以及强大精准的催泪点 母爱的早逝  观众的情绪完全被这个带着走了 压根顾及不到其他方面 原以为豆瓣这里是最讲究逼格以及聚集了最多深度影迷 打分会比较讲究 然而从评分结果看 其实大多数人还是吃这种情绪大补汤 理性在感性面前啥也不是 希望以后不要招来大片模仿 这样的整体电影审美又下坡路了就 这样就比较可惜了 ,0
 电影水军骚扰 一星 没有最后二十分钟的话是个三星的加长版小品 但最后二十分钟让我很难受 这个难受同时来自我既是妈妈又是女儿的身份 子女感动的点在于母亲为自己无条件的付出和爱 但这种单方面的感受加入了很多想象 甚至有点自私 做为妈妈 我不认为爱是无私无条件的 也不觉得希望孩子出息或怎样是自然的 母亲不应该只因一种亲子关系歌颂 甚至父母的爱无需被歌颂 我们这种彼此期待又彼此憎恨和痛苦的家庭关系可以稍微松绑一点点 大家共同走了一段路 就轻松些吧 母亲不平凡也不伟大 卸除上价值吧 ,0
我是真的觉得小品何必变成电影呢 我朋友在我旁边哭的稀里哗啦我是感觉就是很平常的电影 个人觉得还没有 我才不要和你做朋友 感动,2
若要问 你好 李焕英 是 穿越剧 里的哪一种 我会答 是最简单粗暴的那一种 从电影角度来讲 这几乎是一把必输的烂牌 但贾玲的这套 愧疚 组合拳打得又准又狠  完全命中华夏儿女的泪腺和痛点 以至于 无论是投在 春节档 这个没有硝烟的战场上 还是扔到 女欲养而亲不待 这个语境下 都是 王炸 效果 我们随着这位 不成材 的女儿以脱离科学轨道的意淫大法绕了一大圈 最终发现 导演是在借能造梦的时光机分享了一个注定会碎的梦 如何与注定要 嫁人 的妈妈告别呢 答案想必是 一千个观众会有一千种方式 从 天要下雨 的角度来看 一个 亿万富翁 的私事儿就这样顺其自然地成了大家的私事儿 试问 面对父母的养育之恩谁不是带着亏欠的呢 面对这笔根本无法还清的债 希望我们不是只有 以泪洗面 后 掏钱买单 这一种补偿方式 ,2
一度非常出戏摸不着边 全靠最后的标准程序式煽情告白拉回 哪怕贺岁档也请主创走点心吧 当然母亲最真挚也最朴素的愿望是希望下一代健健康康开开心心是没错,2
不好看 好尴尬喜剧   ,0
十三年后重回明珠影剧院千人厅 无秩序等待进场的人潮 单双号分门 硬质座椅 玩手机聊天接电话的观众 小孩大叫 铃声作响 好似一切都没变 电影难看到像是那几年我们一起看的贺岁片 周围人该笑的时候笑 该哭的时候哭 真叫我感动 ,2
放过喜剧吧 真的厌恶了强行煽情升华硬灌毒鸡汤非把观众 感动  膈应 哭不可的 喜剧  又不是聊斋 整什么 笑中也有泪乐中也有哀  近几年甭管相声小品电影通通都是这个套路 想无脑哈哈哈咋就那么难捏 ,0
贾玲这个片子在春节档其实还蛮能引起中老年观众的共鸣的 我妈就抢着要看这个片子 食堂 电视机 工厂这些元素都是他们记忆里元素 也能理解贾玲对于她母亲的情感 但是这个片子实在是有点无趣 ,0
就这样吧 没get到泪点 贾玲的哭让我出戏了,0
两星半 合格的处女作 有笑有泪 但整体冗长单薄 属于分的想法 分的呈现 全片最好的片段就是片头 酒席的表演节奏 分镜设计 行云流水 小时以后突然疲软 完全可以剪掉很多不必要的升格回闪 观众有脑子 能自己看明白 真不需要每一步都回闪提示 最后的反转就是强行反转 反转不是一个混剪回闪就完事儿了的 前面草蛇灰线了吗 有表演细节吗 没有呼应的反转就是耍流氓 最后 张小斐没有赋予李焕英血肉 张小斐还是张小斐 如果换一个有演技能支撑的人来演 我愿意给三星半 ,0
贾玲自我感动行 想推己及人 这么简单生硬可还行 陈赫可太油腻了 受不了 ,0
电影小品化 情节段子化 还是在用舞台的思维做导演 故事发生地被设置在湖北襄樊 车牌鄂F  一众主配角却说着一水儿的东北话 全片不仅充斥着对年代流行文化符号式的幼稚想象 各种时代金曲的滥用可能让贾樟柯也有点望尘莫及 矫情伪饰的风格或许正好和 乘风破浪  老师好 等烂片组成 梦回年代浪漫宇宙  把所有的情感落点都集中在最后十分钟 试图用饱和的催泪桥段挽救强设定的穿越烂梗 但一切表演却在结尾两张黑白照片的衬托下显得那么的虚妄 ,2
贾玲演得有点尬 不过李焕英可真漂亮,2
前半截是个二流小品  后半截走 艺术人生 煽情流  好好演小品 搞百变大咖秀 不好嘛  五十二一张票我干点啥不好  为贾玲挺尴尬的 ,0
两星给结局 前面太垃圾,0
我大过年的去电影院哭 ,0
基于大众情绪底线创作 且动机和立场并无不可的作品 缺少的是成熟的技术 技术重要吗 脱离了情绪上的感染力似乎无足轻重 但技术真的不重要吗 没有技术辅助 一味动用本能的表达就会变得庸俗而空洞 其实看完以后我并不反感这部电影 甚至也没觉得相较 夏洛特烦恼  它有所谓的毁三观 如果你觉得我是在瞎矫情 请反思一下 冷特 这个角色的故事线  尽管 他是个 可有可无 的支线角色 我始终相信 电影仍旧是一个有门槛的行业 而不是贩卖共情的菜市场 表现亲人离世的哀伤 不一定要用这么稚嫩的方式 毕竟 哭泣 只是悲伤的一种 另外吐个槽 刚开始以为纨绔子弟那个梗吐槽的是装逼 但她妈也那么说 我发现是真的都没啥文化  ,0
悲剧 喜剧 贾玲母亲好可怜啊 消费了这么多年,0
这是演什么鬼,0
不好看  ,0
抱歉 一部喜剧电影 基本笑不出来 实在没办法给高分 两位男演员 一位的角色莫名其妙毫无作用 另一位都这模样了还演厂长儿子呢 小品式电影 各种拼凑 小品更合适 本身也出色太多 ,0
有陈赫 真不行,0
笑点还行 剧情逻辑很一般 大型小品 ,0
少林足球变中国女排 最终仅化为 相亲厂长儿子 的激励事件 留之事倍功半 弃之笑料不够 玲为妈好的战略的合法性始终未解释 跟了沈光林  就没我啥事了  角色却并未因此纠结 本来该幕的功能是 攀官二代还是顺从本心 究竟谁为正道 影响几何 既可深入了解母亲少女时代 亦可弘扬正能量 但因沈腾太出色 此价值被掩埋后转移 突然冒出来秘密情人 完全颠覆之前玲的主动性的价值铺设 导致焕英的改变 省悟 跟玲的闯入完全无关 正因为玲的穿越为妈好的策略的合法性和效用完全没扯清 或者说 在穿越里为妈好本身就是幻象且虚伪 跟死后哭孝一个性质  才将价值转移为 妈懂女儿的为妈好即为好 陪你玩一场游戏  实质是 对如何讲述一个普通的失意的对家人有愧的人的人性闪光点束手无策 比如 考上省艺校 顶个球用 ,1
厄长 刻意 逻辑不通 有钱了阿猫阿狗都能当导演了 ,0
这特么不比 唐探 还难看啊  动情的友邻真心推荐原小品 你好 李焕英  当年确实让我稀里哗啦 小品有四两拨千斤的力量 电影则笨拙无比 诚然可能面对同样的故事 贾玲的情感当然还是无比真诚的 但她真完全不知道如何在电影表达 全片都充满蹩脚的尴尬 ,0
感觉一般般,0
还有能说道的地方在于它向我们展示了在无数催泪作品中都存在的关于 爱 的淫荡结构 催泪的原因   作为窥视者的全能终究在其发生阶段就暴露 包裹 于母系他者的觉察之下 导致这种全能感的回溯性丧失和主体的回溯性被觉察 它召回了我们自身的某种 崇高 排泄物   我们把自身的脏东西献给了积极配合的 神  就像中学语文课本里的那句箴言  天下最幸福的事情就是不知道自己偷偷做的好事 早被人看在眼里  这也就是为什么这部片子成功利用母亲超我向大众传递了新保守主义的价值信念 如果说改革开放以来 现代化making的原子主体迫切寻求某种倚靠 那么回归 始发纽带 便成了这样一种淫荡增补 我们都想在唤回一个 家庭 中的主人 在物质时空上指向改革开放初期的无穷可能性 在伦理上指向包容 吞没我的母亲 对前俄狄浦斯的倒错,2
太尬了 比春晚小品还尬,0
真有够尴尬的   ,0
异命题的三观正确的 夏洛特烦恼  创作者的出发点是好的 但艺术风格和视听语言只停留在中学生命题作文水平 如果说喜剧只做到有笑有泪就可以 那么市场上充斥着的全部是煽情机器  这也正是电影后半段的真实情况 设若不去打磨戏剧结构 凝练主题思想 再多的情绪堆积都是银幕上的精神鸦片和消费快餐 ,0
花块去看贾玲怀念她妈 我还不如花块请我妈吃顿饭  ,0
太尬了 哪里好笑 哪里好哭 啥也不是,0
没有很搞笑 也没有很感人,0
喜剧小品 煽情mv 根本没有电影感 一如开心麻花的舞台剧 笑点很多但是大部分很尴尬 制片人看到了小品竟有如此巨大的市场潜力 以后估计会有更多小品被搬上大荧幕了 ,0
又是一部回归到老掉牙的话题  导演门槛到底有多低  小品集合 段子拼贴 加长版电视剧 电影学院学生习作 把影片切断成一个个的单独的段子梗 你会发现理解起来完全没有困难 最后的所谓翻转 赞同陀姐说的 是对皮克斯的一次拙劣模仿 ,0
会叫的母鸡来演戏 得了吧 ,0
沈腾加一星 大张伟片尾曲加一星 with yy,0
目前看来  中国人不需要电影滋润 小品就够了,2
春节档片子品质实在太低了 这部怀念妈妈的电影竟然能到 分 春节档的品质和高昂的票价 在家看看经典影片更值得  主线故事的叙述很不清晰 很多场景都是小品 如果删除对故事没有任何影响 笑点和泪点都比较刻意 打排球的特效很劣质 ,0
实在不知道如何看待这种粗糙的表达 感觉过于依赖硬设定了 一旦稍有偏移整座大厦就会轰然倒塌 贾玲没有为自己的眼泪留下任何余地 自然也意味着李焕英很难能有别的选择 为什么要给黑白影像上色 就为了最后那个美丽而虚假的特效夕阳吗 就为了给 母亲 打上圣光 最后与 母亲 相认了又如何呢 当 父亲 和 年代 一并成为可更替的背景板 这一切都是架空世界的凌空舞蹈 它其实更像是拍给姐妹的电影 而非母亲 ,0
这不是情人节圣诞节专供穿越爱情片的变体  穿越亲情片么 精准投喂春节档受众 现在的口 评 碑 分 和票房逆袭势头确如magasa所言它接过了春晚没能再承担起的 国民情绪消费 功能 万幸没跟我妈一起看 哭吧略显尴尬不哭吧显得冷血 万一片尾一行字幕 请拥抱你身边的母亲 更社死了 但其实也有好的地方 女性电影人没有油腻屎尿屁笑点也没有直男癌荤段子 更没有拿女性容貌身材开玩笑  卢米埃芳草地,0
有点老套 又是穿越梗,0
李焕英影评 我觉得营销过头了 我是抱着看最佳电影的期待去的 网上营销说别画眼妆 记得带纸巾 我还跑去买了包纸巾 结果整部电影看完愣是没用上 片头抄袭广东学生伪造录入通知书家长喊亲朋好友庆祝结果露馅的故事 中间强行尬穿越 结尾强行尬催泪 非常失败 还最贵电影票  给两  星半吧 豆瓣最终能有分就不错了 跟刺杀小说家不相上下 还没有重返十八岁好看 春节看了四部 三部扑街 就侍神令还行 刘德华人潮我也不打算去看了  就酱 ,0
这个片子是不错的喜剧 结尾的反转也能催泪 可是它第一不值这么高的分 第二不值这么贵的票价 这就是典型的割韭菜 都这样拍电影 以后中国电影真没戏了 唐探的确有自己的问题 但是制作团队真的是很卖力的在拍电影  李焕英 就把小品注上水 就把钱骗走了 买票看的 真的是交了智商税 ,0
就这破电影 一堆人哭的稀里哗啦 还觉得自己倍有欣赏能力 还觉得自己共情 打个三分不吹不黑 但硬要把他推上分我就不敢苟同了  摊手 打个两星凭着我的权重把分拉下来   我又回来了 改一星了 什么鬼剧情什么烂演技 这玩意有脸刷分     恰烂钱     来杠我 三无小号尽管来杠 ,0
说实话如果没有贾玲对母亲的怀念这块 我会更加讨厌这部强行煽情又无法共情的 电影  ,0
两星给比想象中好的完整性和情节设置 这的确是女性拍女性的作品 但内容跟女性没有半点关系 拍母亲的题材完全可以拍得更深入 可以融入更多的时代 家庭元素来勾勒母职角色的社会处境 但这部电影仅仅止步于 妈妈再爱我一次  也就只能是个贺岁档合家欢无脑片了 ,0
满眼鸡贼和猥琐你们看不到吗 ,0
把人看哭了就等于好电影 我觉得只是大型情感演讲强行煽情强奸现场 八分电影门槛也太低了吧  剧情牵强 动机不明 bug很多就不说了 毕竟编剧能力有限 最起码电影节奏和小品节奏是不一样的吧 多少次被尬的坐立难安想离席 亿票房 只能说明市场驱使大多数人没有审美品味 再也不看贺岁片了  ,0
站着怀念 顺道把钱挣了 自编自导自演 zg又出来个天才导演 一鸣惊人 回头一看评分  我吐了真的,0
沈光林 站起来 贾晓玲 还我票钱,0
中国电影电视编剧 除了用穿越带来的天然认知优越 还有其他办法产生创意 让主角差异化 让观众爽到吗 ,2
可能是宣传导致期待值太高了 看完很失望 整部电影给我的感觉就是粗糙版的 夏洛特烦恼   重返二十岁   我和我的祖国  在妈妈说那句 我觉得我这辈子过得特别幸福 怎么就不相信我呢 的时候 后面的 反转 剧情差不多就猜到了 整体的原创性不高 前半段笑点也很尴尬 过于直白外放 剧情设置也有点生硬 部分画面甚至有些恐怖诡异 ,0
选角 剧情 剪辑 节奏都有问题 让人完全没有代入感 原谅我这么有批判性 但我真的觉得像是生搬硬套的作品 故事立意很好 但让我时时都跳戏 那也是够厉害了,0
无法代入,0
如果只谈 感人 而不去谈电影本身 那你天天可以去给新闻打五星 再感人的都有 电影本身无论是剧情推动 还是转场设计都烂得一批 因为导演本身没有能力 对了 这电影对我来说并不感人,0
这 真的离谱了 按摩椅按了分钟都不能缓解我的乏味 但论尬还是比不过 小红花  倒是煽情的不知道贾玲在哭还是笑 概念老套 情景塑料 笑点勉强 明明要避雨 电影院就在门后 还得俩人挤着缝演韩剧 不说年代特效 非得年代就女排 来来去去这几个年代指定精神看烦了 不如 妈妈再爱我一次 吧 ,0
我全程无动于衷 旁边两个大妈也没啥反应 倒是听到前排年轻人抽泣 能感受到贾玲用心 真诚 但感人的是母亲本身 而不是电影 这种煽情porn真的对观众的成长没啥好处 中国母亲已经很苦了 虽然她们自己并不觉得  牺牲自我 为了孩子 绝不叫苦 仿佛是中国一代代母亲摘不掉的标签 这些形容词已经常常让人们忘了母亲首先是一个人 真的很希望电影作为一种媒介 能够引导我们走出这种传统的畸形的亲子关系 ,1
  反转加半星 孩童时期的哭唤与妈妈爽朗的笑声交替略戳泪点 除此之外都很平庸 本该擅长的喜剧部分有点失望 不影响对贾玲本人的喜欢,0
评分刷的吧 就这也能分以上 ,0
简单说 不是陪父母的话 我肯定不会花俩个小时几百块看这么个玩意 这次也让迟钝的我发现 大过年  来都来了 这两个词如此适合春节档 与其说大家看的是电影 不如说是借电影院来联络感情 感受 年味  质量如何并不重要 对味就行   所以陈思诚能成为导演票房第一人 所以沈腾贾玲终将成为春节的老面孔 无论是影院还是春晚    虽然合家欢是个伪命题 小孩子在闹 情侣在聊 父母在笑 我在熬 但毕竟大过年的 来都来了        有句题外话 片子里沈腾增肥后的那个歪头镜头 剃成光头简直就是徐峥本峥     He tui ,0
喜欢贾玲 但是电影导的真不行  拥有所有烂片的共同点 故事的推动没有核心逻辑 纯粹的段子拼凑 段子还都俗套的要命 最后还要强行煽情 贾玲的演技也崩了 ,0
这就是导演只拍给自己妈妈电影  而不是献给所有妈妈的电影  你懂我意思吧  全片共鸣  更别说泪点了   分   但是如果我事前知道是双穿越设定  结合剧情  不及格分,0
剧情非常不合理 同样的套路故事讲的还不如 我才不要和你做朋友呢  整个电影爸爸的存在就是屁吗 所有要找家长的事情都是妈妈去 孩子所有事情都是找妈妈 爸爸就是谢师宴出现了一个喝酒的背影 谢师宴回家都是妈妈骑车带孩子 没必要为了突出母爱 搞成丧偶式育儿吧 孩子高中都毕业了 做假证 不违法吗 这样的溺爱式教育不失败吗 为了搞笑而搞笑为了煽情而煽情 贾玲虽然很可爱 但是演高中生 跟章子怡演上阳赋少女不是一回事吗 两分不能更多了 尴尬症我都犯了 ,0
     一星半   没人会不喜欢贾玲 更没人会忍心对她这个半路出家的导演拍一部追忆亡母的处女作苛求太多 贾玲戏中几次对母亲的哭泣 让人想起她现实中的经历 都会共情 同掬一把泪 但谁会为喜剧作品里再一次充当工具人的残疾人共情呢 这部作品本身几无技巧 结构不合理 剧情多处注水 最最打动人的就是一个 情 字 可我总想起总想起那年复一年被春晚取笑支配的恐惧 这些年接触视障听障群体更多 更深地体会到他们在这个信息世界的痛苦 真的伤心 是那个情商最高最乐呵的 小胖丫头 惟妙惟肖地在大银幕重现了这个梗 ,2
dogshit,2
可能期待的确被票房和豆瓣评分抬高了一些 但是   我真的在大部分观影时间都感觉到了无聊并不推荐怀着类似期待 比如这是个合家欢的 能让你笑中带泪的合格电影 的人去影院看 哪怕我也哭了 那句精准戳中所有人的 妈妈只在乎 希望   和那个 宝儿  这个细节赞 但这种真正有生活质感的细节在片子里一只手数得过来  我也觉得要支持有诚意的原创电影 但本片不值得作为亿  我觉得亿都多 票房的典范 ,2
不能忍,0
  就这剧情你上了几天的热搜    我真的觉得挺浪费感情的,0
三分怀念母亲 七分为了捞钱 贾玲非常聪明 疫情一年多了今年很多人又无法回家 亲情牌非常奏效 一下子成为最高票房导演女导演 名利双收  可以预见的是 沈腾马上也要当导演了 ,2
得 今年春晚没看 这部超长版小品找补回来了 前面搞笑老套 没笑  后面强行煽情 没哭   有了贾玲的这份孝心 她的妈妈一定会倍感欣慰 ,2
反向爽片 當然會哭 你用風油精塗眼睛一樣會哭 那是本能 ,2
天要下雨 娘要嫁人 这种话我真是在电影院极度难受 而且贾玲想让她妈过得更好只局限于让她嫁得更好 这可不就是最可悲的吗 还有啊 跟猪头三结婚 还妄想生洋娃娃  至于你妈生的是不是你会不会更幸福的讨论 你妈的一生不局限于结婚生子才是最幸福的哈 别再纠结了 人都不是自己被选择生下来的 自寻烦恼恶心人 口区,0
不管多真诚多搞笑 本质上还是一个小品 把它当电影看 评分真的虚高了 平衡一下 不想再看贾玲嗷嗷大哭 这种煽情太过廉价 宁肯再看沈腾摔几个跟头 ,0
看完我只能说中国的电影业没救了  ,0
三观特别不正 极度势利眼和品格恶略 不过倒是很符合现代人的思想境界 母女关系在我看来也很不利于心理健康 太多负累 牵绊和捆绑 中国人都有点吧 我们应该活出独立的人格 个人为个人的快乐负责 而不应该责备自己 充满愧疚的负能量 哎 大家都说很感动 我却看得很担忧 为国人的捆绑式的亲子关系担忧 何时能获得轻松的人生潇潇洒洒活一场呢 ,0
前面还行吧 但也比较像搞笑小品 后面强行煽情太无语,0
两分 给我看笑了,0
某种角度特别厌恶  真诚 赞叹的基底是观者的虚伪 和唐探共同构成城市化青年取代小镇青年的注解  小品感 源自演员尤其是贾玲的姿态 相较之下张小斐犹如活动的木偶直到结尾才获得灵魂 但这都没有关系  我 对李焕英的投注便足以支撑最后她的目光 某种直白勇敢的坚持,2
大年初一 和长辈一起看一部温情的小品电影 ,2
真没想到能在我的友邻收获分平均分 在我看来 完完全全是一部不及格的 电影  甚至不能称为一个及格的 故事  因为根本没有好好讲故事 前后都圆不了 连 穿越 的方式也特别敷衍 简直比 时光倒流七十年 更敷衍 我觉得我是一个很容易被感动的人 也是一个更容易被亲情煽出泪水的人 可是这一次我都没有哭出来 真的并不是说主旨赛高 如果技术跟不上 主旨就是一种投机取巧 而这部电影 就是投机取巧的典范 真的不是谁都能当导演 ,0
豆瓣评分越来越水了,0
不跟风炒作 没看过就知道 ,0
建议以后凡是沈腾参演的电影都要标注参演分钟数 做个cut最好,0
由于网络抖音的流行 再好的梗都似曾相识 笑不出来不是李焕英的问题 欲哭却没哭出来 所以我感受一般,0
你妈看肯定觉得莫名其妙,0
这也太会绑架观众了 比唐探还商业 这样的成绩 对认真做电影的人来说是一种侮辱 ,0
这个反转也太没劲了,0
诚然 这是目前我春节档看的唯一的一部电影 其实都不好说这是一部电影 实景拍摄得太劣质 比如冷特 陈赫 是一个没头没尾的角色 煽情手法确实很到位 慢镜头加感性的音乐就是奔着要哭倒一大片 有些地方的包袱抖得还行 ,0
dongbaby sae jin di yin  me sa du yi si,2
并没有太出彩 故事安排比较俗套 欧美韩已经用烂的亲情穿越时空 骗春节泪点喽 我告诉你们真相 如果你穿越到年 会随时被抓起来 那个刚改革开放时代凭空出来一个没有户口没有单位的人 都是抓捕对象 没有粮食配额会饿死,0
中国导演的门槛真是低 是个人都能也敢上来当导演 俗不可耐的剧情加小品段子也能亿 ,0
糟糕的电影 太讨厌这样一上来就用穿越来讲故事 ,0
话说在前头 贾玲是真诚地纪念亲情这一点可以理解 也寄托了很多个人感情 能看出来 而我也不是什么对家的水军 但 这能算电影吗 撑死就是个小品集加PPT回忆录 剧情就是一块一块割裂地丢出来 仿佛在说给我笑给我乐起来 陈赫这角色有什么意思 一会打球一会相亲一会文艺演出 想到一茬是一茬的感觉 最后播个背景音乐就开始奔跑哭泣回忆了 这也太简陋了吧  国产片继 工业糖精 之后又开发了 工业洋葱  尽情挥霍在各类亲情爱情电影当中 播几首插曲 雨中奔跑 主角就开始走马灯式回忆 再来几句悔不当初 来回几遍电影也就完了  这还能算电影吗 ,0
喜剧小品时长增加了 拍成了电影  没什么好看的 就是小品一样 前边狗血桥段 最后升华一下 还不是和上春晚过审的小品一个样吗 ,0
这能叫电影        ,0
喜剧部分挺招笑 乐得不行 但那些开始上价值的部分 让我有点坐立不安 感觉当一个中国人的孩子 太惨了 如果不能满足父母的期望 自己连存在的价值都没有了 ,0
这种东西从来没打动过我 因为不真实 真的重来一遍人生的话 你愿意一模一样的走遍老路吗 甭杜撰死人的心思 她要是真的在天有灵也会告诉你两个字 扯淡 ,0
本质上仍然是一出小品 挺糟糕的  但完全能理解大家觉得又好笑又好哭的点 也比开心麻花稍微顺眼些 ,0
你们根本不懂电影 ,0
除了溢出屏幕的真诚和结尾的反转 其他仍是一锅粥   这分真的高得离谱,0
抵触 尽管片中的母女都不是典型的中国式母女 但主线的逻辑依旧呈现出特色绑架式亲情 贾玲对母亲的亏欠感来自主流叙事中的升学升职生孩子子辈叙事 母亲从片中来看确实没有什么过错 可是这样的母亲真的是大多数吗  更真实的情况应该是 父亲在育儿过程中的缺席加重母亲的压力 加之主流叙事对育儿目标的绑架 触发母子代际间的矛盾 母亲确实是付出了而且辛苦 但子辈也失去了成长的自主权 陷入了一种两难的矛盾 而父亲被完全隔离在这个过程之外   这个片里还有另一个父辈子辈的支线 就是沈腾跟他父亲的故事线 然而沈腾登上舞台看到父亲离场才敢放心演出 达成自我 是超越父辈的表现 然而片中贾玲却一直在要求自我satisfy母亲 或者说臆想中的主流父辈期待  还蛮有意思的 ,2
The comedy part is good  The last  minutes are redundant  resulting in a disposable plot and inconsistent style ,2
这种电影都能分 还有没有王法 我是专门拉低分的 ,0
原来是妈妈陪着孩子在没有缺憾的世界演了一出完满的戏 妈妈知道孩子想让自己开心 妈妈也不想让自己的孩子失望 母爱的伟大从来都不会限制于生命和时间 那开口一声 宝 是全片最让我感动的地方 思绪一下被拉回妈妈还能抱得动我的年纪  有些笑点比较尴尬 跟唐探来说互有攻守吧 后二十分钟的亲情戏确实很难再让批评言论有力发声 看得出全篇感情都非常真挚展示非常卖力 但很残酷的是艺术创作从来都不是一个投入产出成正比的东西 就像一个坚信勤能补拙的学生 考卷没办法只因为你的努力就给你打出高分 通过这部电影 贾玲对于母亲的爱与回忆使人人共情 但她作为电影创作者的路还有很长很长要走 ,2
虽然我泪点低但是真特别讨厌这种强行煽情的感觉     还有很多梗让人觉得莫名其妙   ,0
撑死了也就是几个小品段子拼接的电影 人物刻画只停留在小品层面 ,0
     疑惑创作者是否真的领略过内核的力量 不然为何匹配如此愚蠢的喜剧结构 让人物的情态间充满不可信 而整体重要的 反转 又在此基础上另铺开一层虚假 生成非常扭曲的意志 观众的情绪 到底有多少来自条件反射 多少是基于分析,0
真的无聊至极 要说是贺岁片压根算不上 所以我觉得票房为何这么高 煽情的地方尴尬的发指 我特么看微博真实的感人故事不比她强 最后还弄一出李换英真实写照 生怕人家不知道是真实故事 我重新看一遍何以为家都比她强倍 ,0
套路很老 只是煽情 电影节奏混乱 剪辑太过业余 前三分之二根本不知道主线是什么 排球赛强调太过 所谓春节档贺岁片就是过了初五以后再看就是垃圾的电影 贾玲这部电影的现象级效果 一是因为春节电影保护月 二是因为疫情人们心理的普遍应激创伤反应,0
非常一般 不值得看,0
都吹上天了 其实  平淡无奇,0
这都能分 服了,0
垃圾片 也不知道为什么评分分以上 都缺少母爱吗 有元的票钱 孝敬自己的母亲不好吗 ,0
今天上班跟同事讨论才想起自己还没有来豆瓣评价一下 可能我们都是一群自小到大跟爸爸妈妈就相对少隔阂的人 所以其实并没有觉得默默付出的感情有多感动吧 反而觉得牵强了  回到电影本身 拍摄手法很单一 然后笑点也很莫名其妙 其实也有点像是拼凑的剧情一样 甚至有些是断的 贾玲后面一边跑一边哭 我听着就像笑一样 所以导致我好几次忍不住想笑 但是全场那么安静 我觉得自己要笑出来感觉太突兀了 终究是忍住了 个人觉得并不适合放在春节档吧 ,0
没有想象的那么好看 贾玲全程表演都特别尬 电影的逻辑也有问题 唰唰唰几分钟就能解决所有人的问题 结尾的煽情部分也很突然 反正煽不动我的情 一颗星给场面的布置和还原 一颗星给贾玲 毕竟都是湖北人 ,0
两星半 看起来很尴尬 ,0
没什么太大感觉 喜的时候没太高兴 悲的时候又没太伤感 我看的片子太多了冷漠了么 不清楚 两星为了拉回虚高水分,0
   唐探怎么会比这个低出分去啊 无论是剧情 台词 还是镜头 都是新手导演的水平 拍亲妈搞煽情当然能赚眼泪了 但凭着个就能高出分 这还是豆瓣  PS  我妈说今年这两部都拉跨 比不得早年的 过年 ,0
挠 就硬挠 ,0
她拍了一部自己的妈妈故事 依旧贯穿她的小品风格 结果导向的煽情 没有过程 没有细节 迎合刻意还有些谄媚 作为电影 很没有诚意了 最后的哭戏就是失控了 也出戏了 那个时候看的已经不是故事 而是被贾玲想她母亲的情绪渲染 也是这个时候 越发不知道自己在看什么 这是一部脱离好演技好剧本和艺术创作的商业电影 电影小品 还赶上了闷得慌的春节 每个妈妈都有自己的故事 但在贾玲的故事里 她是主角 妈妈才是配角 母亲作为女性的力量没有看出 对于人生的抉择也是女儿想当然地理解 就很符合普世价值观就对了 妈妈想什么 人生到底是怎么样的 不重要 女儿感动就对了 所以最后的双穿越在这里显得是在补拙 所以现在的喜剧人是和穿越杠上了是吧 其实这几年故事小品拍来拍去都差不多 以及这片太像某部电视剧了 ,2
